PLAYER,event_player_1_name,AGE,POS,HANDED,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,CAP HIT,SALARY
1368. Adam Johnson,Adam.Johnson,25,"C, LW",Left,7,1,1,2,0.29,-1,5,0.2,6:41,700000,"$700,000 "
1369. Nick Ebert,Nick.Ebert,25,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1371. Joel Hanley,Joel.Hanley,28,LD/RD,Left,8,0,2,2,0.25,0,4,0,11:21,700000,"$700,000 "
1372. Cristoval Nieves,Cristoval.Nieves,25,"C, LW",Left,4,0,0,0,0,2,2,0,7:31,700000,"$700,000 "
1373. Taylor Leier,Taylor.Leier,25,LW,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1374. Deryk Engelland,Deryk.Engelland,37,RD,Right,49,1,5,6,0.12,6,59,0.02,17:33,700000,"$700,000 "
1375. Jonny Brodzinski,Jonny.Brodzinski,26,C,Right,3,0,1,1,0.33,0,5,0,7:24,700000,"$700,000 "
1376. Gustav Olofsson,Gustav.Olofsson,24,LD,Left,3,0,0,0,0,-4,2,0,8:06,700000,"$700,000 "
1377. Chad Ruhwedel,Chad.Ruhwedel,29,RD,Right,41,2,4,6,0.15,4,44,0.05,14:46,700000,"$700,000 "
1378. Reece Scarlett,Reece.Scarlett,26,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1379. Danny O'Regan,Danny.O'Regan,25,"C, LW",Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1380. Hubert Labrie,Hubert.Labrie,27,D,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1381. Tyler Gaudet,Tyler.Gaudet,26,C,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1382. Joseph Blandisi,Joseph.Blandisi,24,C,Left,21,2,3,5,0.24,-3,12,0.17,8:12,700000,"$700,000 "
1383. Tyler Graovac,Tyler.Graovac,26,C,Left,8,2,0,2,0.25,-2,5,0.4,6:15,700000,"$700,000 "
1384. Tyrell Goulbourne,Tyrell.Goulbourne,25,LW,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1385. Jordan Schmaltz,Jordan.Schmaltz,25,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1386. Max McCormick,Max.McCormick,27,LW,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1387. Philip Varone,Philip.Varone,28,C,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1388. Brandon Baddock,Brandon.Baddock,24,"LW, C",Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1389. Andreas Englund,Andreas.Englund,23,LD,Left,24,0,3,3,0.13,-8,10,0,10:54,700000,"$700,000 "
1390. C.J. Suess,Cuess.Suess,25,LW,Left,1,0,0,0,0,-1,0,0,6:26,700000,"$700,000 "
1391. Luke Schenn,Luke.Schenn,29,RD,Right,25,1,2,3,0.12,-8,31,0.03,12:27,700000,"$700,000 "
1392. Scott Sabourin,Scott.Sabourin,26,RW,Right,35,2,4,6,0.17,-6,29,0.07,7:00,700000,"$700,000 "
1393. Daniel Walcott,Daniel.Walcott,25,"LW, LD",Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1394. Patrick Brown,Patrick.Brown,27,"C, RW",Right,1,1,0,1,1,0,2,0.5,10:04,700000,"$700,000 "
1395. Roland McKeown,Roland.McKeown,23,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1396. Tanner Fritz,Tanner.Fritz,27,"C, RW",Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1397. Andreas Borgman,Andreas.Borgman,24,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1398. Dylan McIlrath,Dylan.McIlrath,27,RD,Right,16,0,0,0,0,-4,14,0,14:49,700000,"$700,000 "
1399. Danick Martel,Danick.Martel,24,LW,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1400. Tobias Rieder,Tobias.Rieder,26,"RW, LW",Left,55,4,6,10,0.18,-12,77,0.05,11:05,700000,"$700,000 "
1401. Brendan Leipsic,Brendan.Leipsic,25,LW,Left,61,3,8,11,0.18,3,49,0.06,9:09,700000,"$700,000 "
1402. Tobias Rieder,Tobias.Rieder,26,"RW, LW",Left,55,4,6,10,0.18,-12,77,0.05,11:05,700000,"$700,000 "
1403. Mario Kempe,Mario.Kempe,30,"C, LW",Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1404. Anthony Bitetto,Anthony.Bitetto,28,LD,Left,51,0,8,8,0.16,3,54,0,15:09,700000,"$700,000 "
1405. Adam Johnson,Adam.Johnson,25,"C, LW",Left,7,1,1,2,0.29,-1,5,0.2,6:41,700000,"$700,000 "
1406. Kyle Rau,Kyle.Rau,26,"LW, C",Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1407. Nick Lappin,Nick.Lappin,26,RW,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1408. Peter Cehlárik,Peter.Cehlárik,23,"LW, RW",Left,3,0,1,1,0.33,-1,0,0,11:16,700000,"$700,000 "
1409. Devon Toews,Devon.Toews,25,LD,Left,68,6,22,28,0.41,1,122,0.05,20:30,700000,"$750,000 "
1410. Chris Bigras,Chris.Bigras,24,RD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1411. Joe Hicketts,Joe.Hicketts,23,LD,Left,6,0,2,2,0.33,-5,6,0,18:16,700000,"$700,000 "
1412. Laurent Dauphin,Laurent.Dauphin,24,C,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1413. Brandon Davidson,Brandon.Davidson,27,LD,Left,12,0,0,0,0,-3,17,0,12:28,700000,"$700,000 "
1414. Doyle Somerby,Doyle.Somerby,24,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1415. Mark Letestu,Mark.Letestu,34,"C, RW",Right,7,0,0,0,0,0,5,0,10:35,700000,"$700,000 "
1416. Colby Williams,Colby.Williams,24,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1417. Stefan Noesen,Stefan.Noesen,26,"RW, LW",Right,40,7,2,9,0.23,-1,67,0.1,11:31,700000,"$700,000 "
1418. John Gilmour,John.Gilmour,26,D,Left,4,0,0,0,0,-2,5,0,17:02,700000,"$700,000 "
1420. Clark Bishop,Clark.Bishop,23,"C, LW",Left,5,0,1,1,0.2,-2,4,0,7:39,700000,"$700,000 "
1421. Martin Frk,Martin.Frk,25,RW,Right,17,6,2,8,0.47,-1,26,0.23,13:50,700000,"$700,000 "
1422. Gavin Bayreuther,Gavin.Bayreuther,25,LD/RD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1423. Logan Shaw,Logan.Shaw,26,"C, RW",Right,35,3,2,5,0.14,0,20,0.15,6:49,700000,"$700,000 "
1425. Michael Carcone,Michael.Carcone,23,"LW, C",Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1426. Ilya Kovalchuk,Ilya.Kovalchuk,36,"LW, RW",Right,46,10,16,26,0.57,-4,115,0.09,16:57,700000,"$700,000 "
1428. Kurtis Gabriel,Kurtis.Gabriel,26,RW,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1429. Matt Roy,Matt.Roy,24,RD,Right,70,4,14,18,0.26,16,112,0.04,18:06,700000,"$700,000 "
1431. Dillon Heatherington,Dillon.Heatherington,24,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1433. Anton Blidh,Anton.Blidh,24,LW,Left,7,0,0,0,0,-1,9,0,11:31,700000,"$700,000 "
1434. Riley Barber,Riley.Barber,25,RW,Right,9,0,0,0,0,-1,6,0,8:15,700000,"$700,000 "
1435. Brogan Rafferty,Brogan.Rafferty,24,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1437. Anthony Greco,Anthony.Greco,25,RW,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1438. Julian Melchiori,Julian.Melchiori,27,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1439. Brad Hunt,Brad.Hunt,30,LD,Left,59,8,11,19,0.32,-7,106,0.08,15:08,700000,"$700,000 "
1440. Nelson Nogier,Nelson.Nogier,23,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1441. Michael Dal Colle,Michael.Colle,23,LW,Left,53,4,6,10,0.19,-8,59,0.07,11:47,700000,"$700,000 "
1442. Dakota Mermis,Dakota.Mermis,25,LD/RD,Left,10,1,3,4,0.4,7,17,0.06,19:13,700000,"$700,000 "
1443. Seth Griffith,Seth.Griffith,26,"RW, C",Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1444. Jean-Sébastien Dea,Jean.Dea,25,C,Right,3,0,0,0,0,0,0,0,7:38,700000,"$700,000 "
1445. Kalle Kossila,Kalle.Kossila,26,C,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1446. Philippe Maillet,Philippe.Maillet,26,C,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1447. Robbie Russo,Robbie.Russo,26,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1449. Vinni Lettieri,Vinni.Lettieri,24,"C, RW",Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1450. Nathan Walker,Nathan.Walker,25,LW,Left,5,1,1,2,0.4,-2,6,0.17,11:07,700000,"$700,000 "
1451. Sam Carrick,Sam.Carrick,27,"RW, C",Right,9,1,1,2,0.22,-3,16,0.06,13:46,700000,"$700,000 "
1452. Daniel Carr,Daniel.Carr,27,LW,Left,11,1,0,1,0.09,-5,14,0.07,10:20,700000,"$700,000 "
1453. Martin Frk,Martin.Frk,25,RW,Right,17,6,2,8,0.47,-1,26,0.23,13:50,700000,"$700,000 "
1454. Gavin Bayreuther,Gavin.Bayreuther,25,LD/RD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1455. Devon Toews,Devon.Toews,25,LD,Left,68,6,22,28,0.41,1,122,0.05,20:30,700000,"$750,000 "
1456. Cameron Gaunce,Cameron.Gaunce,29,LD,Left,3,1,3,4,1.33,2,5,0.2,11:52,700000,"$700,000 "
1457. Michael Carcone,Michael.Carcone,23,"LW, C",Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1458. Laurent Dauphin,Laurent.Dauphin,24,C,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1459. Chris Bigras,Chris.Bigras,24,RD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1461. Dillon Heatherington,Dillon.Heatherington,24,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1462. Zac Rinaldo,Zac.Rinaldo,29,LW,Left,19,3,2,5,0.26,-1,19,0.16,8:16,700000,"$700,000 "
1464. Doyle Somerby,Doyle.Somerby,24,LD,Left,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1465. Brogan Rafferty,Brogan.Rafferty,24,RD,Right,0,0,0,0,0,0,0,0,,700000,"$700,000 "
1466. Stepan Falkovsky,Stepan.Falkovsky,22,LD,Left,0,0,0,0,0,0,0,0,,698333,"$730,000 "
1467. Guillaume Brisebois,Guillaume.Brisebois,21,LD,Left,0,0,0,0,0,0,0,0,,697500,"$700,000 "
1468. Brendan Guhle,Brendan.Guhle,21,LD,Left,30,4,4,8,0.27,-2,39,0.1,17:04,697500,"$700,000 "
1470. Erik Cernak,Erik.Cernak,22,RD,Right,67,5,7,12,0.18,11,125,0.04,18:57,697500,"$700,000 "
1471. Andrew Nielsen,Andrew.Nielsen,22,LD,Left,0,0,0,0,0,0,0,0,,697500,"$700,000 "
1472. Vili Saarijärvi,Vili.Saarijärvi,22,RD,Right,0,0,0,0,0,0,0,0,,697500,"$700,000 "
1473. Colby Sissons,Colby.Sissons,21,LD,Left,0,0,0,0,0,0,0,0,,696111,"$700,000 "
1474. Dmytro Timashov,Dmytro.Timashov,22,LW,Left,44,4,5,9,0.2,1,37,0.11,8:31,694444,"$700,000 "
1475. Kole Sherwood,Kole.Sherwood,22,"RW, C",Right,3,0,0,0,0,0,6,0,6:38,694444,"$700,000 "
1476. Lane Pederson,Lane.Pederson,21,C,Right,0,0,0,0,0,0,0,0,,690000,"$700,000 "
1477. Alexandre Carrier,Alexandre.Carrier,22,RD,Right,3,0,0,0,0,2,4,0,10:46,688333,"$700,000 "
1478. Anthony Richard,Anthony.Richard,22,C,Left,1,0,0,0,0,-1,2,0,4:10,688333,"$700,000 "
1479. J.T. Brown,Jrown.Brown,28,RW,Right,0,0,0,0,0,0,0,0,,687500,"$700,000 "
1480. Josh Currie,Josh.Currie,26,"RW, C",Right,0,0,0,0,0,0,0,0,,687500,"$700,000 "
1481. Jalen Smereck,Jalen.Smereck,22,D,Left,0,0,0,0,0,0,0,0,,686667,"$700,000 "
1483. Philippe Myers,Philippe.Myers,22,RD,Right,50,4,12,16,0.32,17,78,0.05,17:06,678889,"$700,000 "
1484. Matt Luff,Matt.Luff,22,RW,Right,18,1,4,5,0.28,-5,25,0.04,10:22,677777,"$700,000 "
1485. Keegan Lowe,Keegan.Lowe,26,LD,Left,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1486. Michael Mersch,Michael.Mersch,26,LW,Left,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1487. Frédérik Gauthier,Frédérik.Gauthier,24,C,Left,61,7,5,12,0.2,-4,42,0.17,9:23,675000,"$700,000 "
1489. Seth Helgeson,Seth.Helgeson,28,LD,Left,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1491. Matt Irwin,Matt.Irwin,31,LD/RD,Left,36,0,3,3,0.08,-15,58,0,14:28,675000,"$700,000 "
1492. Kyle Burroughs,Kyle.Burroughs,23,LD/RD,Right,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1493. Matt Puempel,Matt.Puempel,26,LW,Left,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1494. Dillon Simpson,Dillon.Simpson,26,LD,Left,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1495. Chris Terry,Chris.Terry,30,"LW, RW",Left,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1496. Reece Willcox,Reece.Willcox,25,RD,Right,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1497. Matt Lorito,Matt.Lorito,28,"LW, RW",Left,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1498. Colby Cave,Colby.Cave,Deceased (25),C,Left,11,1,0,1,0.09,-3,5,0.2,9:38,675000,"$700,000 "
1499. Colin Blackwell,Colin.Blackwell,26,"C, RW",Right,27,3,7,10,0.37,7,31,0.1,10:57,675000,"$700,000 "
1500. Valentin Zykov,Valentin.Zykov,24,LW,Right,15,1,3,4,0.27,-2,19,0.05,12:12,675000,"$700,000 "
1501. Justin Holl,Justin.Holl,27,RD,Right,68,2,16,18,0.26,13,89,0.02,18:30,675000,"$700,000 "
1502. Michael Liambas,Michael.Liambas,30,LW,Left,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1503. Sam Anas,Sam.Anas,26,C,Right,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1504. T.J. Brennan,Trennan.Brennan,30,LD,Left,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1505. Yannick Weber,Yannick.Weber,30,RD,Right,41,1,2,3,0.07,-1,45,0.02,14:00,675000,"$700,000 "
1506. Nathan Gerbe,Nathan.Gerbe,31,"LW, RW",Left,30,4,6,10,0.33,-7,55,0.07,13:45,675000,"$700,000 "
1507. Tyler Lewington,Tyler.Lewington,24,RD,Right,6,0,0,0,0,-2,2,0,10:09,675000,"$700,000 "
1509. Ryan Haggerty,Ryan.Haggerty,26,RW,Right,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1511. Joey LaLeggia,Joey.LaLeggia,27,LD,Left,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1512. Michael Chaput,Michael.Chaput,27,C,Left,2,0,0,0,0,-2,2,0,10:00,675000,"$700,000 "
1514. Ashton Sautner,Ashton.Sautner,25,LD,Left,1,0,0,0,0,0,1,0,2:49,675000,"$700,000 "
1515. Travis St. Denis,Travis.Denis,26,"C, RW",Left,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1516. Kurtis MacDermid,Kurtis.MacDermid,25,"LD/RD, LW",Left,45,3,5,8,0.18,-9,51,0.06,13:42,675000,"$700,000 "
1517. Colton Beck,Colton.Beck,29,LW,Left,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1519. Lucas Wallmark,Lucas.Wallmark,23,C,Left,67,12,13,25,0.37,0,84,0.14,12:47,675000,"$700,000 "
1520. Paul Thompson,Paul.Thompson,30,RW,Right,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1522. Joshua Brown,Joshua.Brown,25,RD,Right,56,3,5,8,0.14,1,48,0.06,13:25,675000,"$700,000 "
1523. Radim Simek,Radim.Simek,26,LD,Left,48,2,7,9,0.19,-13,40,0.05,17:10,675000,"$700,000 "
1525. Brian Strait,Brian.Strait,31,LD,Left,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1527. Matt Donovan,Matt.Donovan,29,LD,Left,0,0,0,0,0,0,0,0,,675000,"$700,000 "
1528. Frédérick Gaudreau,Frédérick.Gaudreau,26,C,Right,0,0,0,0,0,0,0,0,,666666,"$700,000 "
